Plot Title: 20058353,,,
#,"Date Time, GMT+05:00","Temp, ¡C (LGR S/N: 20058353, SEN S/N: 20058353)","Intensity, Lux (LGR S/N: 20058353, SEN S/N: 20058353)"
25167,12/19/17 09:30:00 PM,28.655,0
25168,12/19/17 09:45:00 PM,28.655,0
25169,12/19/17 10:00:00 PM,28.655,0
25170,12/19/17 10:15:00 PM,28.655,0
25171,12/19/17 10:30:00 PM,28.655,0
25172,12/19/17 10:45:00 PM,28.655,0
25173,12/19/17 11:00:00 PM,28.655,0
25174,12/19/17 11:15:00 PM,28.655,0
25175,12/19/17 11:30:00 PM,28.655,0
25176,12/19/17 11:45:00 PM,28.655,0
25177,12/20/17 12:00:00 AM,28.655,0
25178,12/20/17 12:15:00 AM,28.555,0
25179,12/20/17 12:30:00 AM,28.555,0
25180,12/20/17 12:45:00 AM,28.456,0
25181,12/20/17 01:00:00 AM,28.357,0
25182,12/20/17 01:15:00 AM,28.357,0
25183,12/20/17 01:30:00 AM,28.555,0
25184,12/20/17 01:45:00 AM,28.555,0
25185,12/20/17 02:00:00 AM,28.555,0
25186,12/20/17 02:15:00 AM,28.555,0
25187,12/20/17 02:30:00 AM,28.655,0
25188,12/20/17 02:45:00 AM,28.655,0
25189,12/20/17 03:00:00 AM,28.555,0
25190,12/20/17 03:15:00 AM,28.456,0
25191,12/20/17 03:30:00 AM,28.456,0
25192,12/20/17 03:45:00 AM,28.456,0
25193,12/20/17 04:00:00 AM,28.456,0
25194,12/20/17 04:15:00 AM,28.456,0
25195,12/20/17 04:30:00 AM,28.456,0
25196,12/20/17 04:45:00 AM,28.456,0
25197,12/20/17 05:00:00 AM,28.555,0
25198,12/20/17 05:15:00 AM,28.555,0
25199,12/20/17 05:30:00 AM,28.555,0
25200,12/20/17 05:45:00 AM,28.555,0
25201,12/20/17 06:00:00 AM,28.555,0
25202,12/20/17 06:15:00 AM,28.555,96.9
25203,12/20/17 06:30:00 AM,28.555,355.2
25204,12/20/17 06:45:00 AM,28.555,635.1
25205,12/20/17 07:00:00 AM,28.555,2238.9
25206,12/20/17 07:15:00 AM,28.555,2238.9
25207,12/20/17 07:30:00 AM,28.555,3616.7
25208,12/20/17 07:45:00 AM,28.655,4477.8
25209,12/20/17 08:00:00 AM,28.754,5338.9
25210,12/20/17 08:15:00 AM,28.754,5511.1
25211,12/20/17 08:30:00 AM,28.754,7577.8
25212,12/20/17 08:45:00 AM,28.853,6544.5
25213,12/20/17 09:00:00 AM,28.953,9300.1
25214,12/20/17 09:15:00 AM,28.853,6544.5
25215,12/20/17 09:30:00 AM,28.953,10333.4
25216,12/20/17 09:45:00 AM,28.953,15155.7
25217,12/20/17 10:00:00 AM,28.953,13089
25218,12/20/17 10:15:00 AM,29.152,15844.5
25219,12/20/17 10:30:00 AM,29.152,5338.9
25220,12/20/17 10:45:00 AM,29.252,19289
25221,12/20/17 11:00:00 AM,29.352,17911.2
25222,12/20/17 11:15:00 AM,29.252,10333.4
25223,12/20/17 11:30:00 AM,29.252,5338.9
25224,12/20/17 11:45:00 AM,29.352,16533.4
25225,12/20/17 12:00:00 PM,29.352,12400.1
25226,12/20/17 12:15:00 PM,29.452,9300.1
